"項目","単位","1980_","1981_","1982_","1983_","1984_59","1985_","1986_","1987_","1988_","1989_1","1990_","1991_","1992_","1993_","1994_6","1995_","1996_","1997_","1998_","1999_11","2000_","2001_","2002_","2003_","2004_16","2005_","2006_","2007_","2008_","2009_","有効数字(少数桁)"
"二人以上（勤労者世帯）_交通･通信_自動車等","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_（１台）","","","","","","348.0","","","","","361.0","","","","","454.0","","","","","420.0","","","","","378.0","","","","","384.0",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_（２台）","","","","","","4111.0","","","","","3348.0","","","","","4499.0","","","","","4304.0","","","","","3922.0","","","","","157522.0",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_（３台以上）","","","","","","81.0","","","","","72.0","","","","","87.0","","","","","84.0","","","","","79.0","","","","","79.0",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_国産自動車"," 人","","","","","3.89","","","","","3.76","","","","","3.88","","","","","3.63","","","","","3.61","","","","","3.27",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_国産自動車_軽自動車(660cc以下)"," 人","","","","","－","","","","","－","","","","","1.27","","","","","1.03","","","","","1.07","","","","","0.93",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_国産自動車_小型自動車A(661～1000cc)"," 人","","","","","－","","","","","－","","","","","0.28","","","","","0.25","","","","","0.23","","","","","0.18",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_国産自動車_小型自動車B(1001～1500cc)"," 人","","","","","－","","","","","－","","","","","0.22","","","","","0.19","","","","","0.2","","","","","0.12",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_国産自動車_小型自動車C(1501～2000cc)"," 人","","","","","1.43","","","","","1.61","","","","","1.66","","","","","1.65","","","","","1.63","","","","","1.62",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_国産自動車_普通自動車A(2001～3000cc)","％","","","","","74.8","","","","","78.2","","","","","80.4","","","","","79.1","","","","","84.7","","","","","80.6",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_国産自動車_普通自動車B(3001cc以上)","㎡","","","","","－","","","","","106.8","","","","","120.6","","","","","115.2","","","","","128.1","","","","","116.9",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_国産自動車_(再掲)新車で購入","千円","","","","","5310.0","","","","","6220.0","","","","","7190.0","","","","","7579.0","","","","","6991.0","","","","","6046.0",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_国産自動車_(再掲)中古車で購入","歳","","","","","41.8","","","","","44.3","","","","","44.5","","","","","46.0","","","","","45.8","","","","","47.2",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_輸入自動車  ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_輸入自動車  _輸入自動車A(2000cc以下)","％","","","","","－","","","","","22.3","","","","","28.0","","","","","38.3","","","","","58.9","","","","","59.8",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_輸入自動車  _輸入自動車B(2001～3000cc)","％","","","","","20.5","","","","","25.1","","","","","21.1","","","","","19.0","","","","","12.2","","","","","5.3",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_輸入自動車  _輸入自動車C(3001cc以上)","％","","","","","－","","","","","48.4","","","","","47.9","","","","","53.7","","","","","61.1","","","","","56.1",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_輸入自動車  _(再掲)新車で購入","％","","","","","－","","","","","－","","","","","36.1","","","","","46.0","","","","","67.5","","","","","74.8",""
"二人以上（勤労者世帯）_交通･通信_自動車等_自動車_輸入自動車  _(再掲)中古車で購入","％","","","","","－","","","","","－","","","","","13.7","","","","","32.6","","","","","53.0","","","","","57.4",""
"二人以上（勤労者世帯）_交通･通信_自動車等_オートバイ･スクーター","％","","","","","－","","","","","－","","","","","－","","","","","－","","","","","41.5","","","","","44.5",""
"二人以上（勤労者世帯）_交通･通信_自動車等_オートバイ･スクーター_（１台）","％","","","","","－","","","","","－","","","","","－","","","","","－","","","","","11.6","","","","","12.9",""
"二人以上（勤労者世帯）_交通･通信_自動車等_オートバイ･スクーター_（２台以上）","％","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－",""
"二人以上（勤労者世帯）_交通･通信_自動車等_オートバイ･スクーター_原動機付自転車(50cc以下)","％","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－",""
"二人以上（勤労者世帯）_交通･通信_自動車等_オートバイ･スクーター_自動二輪車A(51～125cc)","％","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－",""
"二人以上（勤労者世帯）_交通･通信_自動車等_オートバイ･スクーター_自動二輪車B(126～250cc)","％","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－",""
"二人以上（勤労者世帯）_交通･通信_自動車等_オートバイ･スクーター_自動二輪車C(251～500cc)","％","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－",""
"二人以上（勤労者世帯）_交通･通信_自動車等_オートバイ･スクーター_自動二輪車D(501cc以上)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"二人以上（勤労者世帯）_交通･通信_通信機器_オートバイ･スクーター","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"二人以上（勤労者世帯）_交通･通信_通信機器_携帯電話(ＰＨＳを含む)","％","","","","","63.3","","","","","79.1","","","","","94.1","","","","","97.9","","","","","98.7","","","","","98.3",""
"二人以上（勤労者世帯）_交通･通信_通信機器_携帯電話(ＰＨＳを含む)_（１台）","％","","","","","－","","","","","－","","","","","80.3","","","","","88.0","","","","","89.6","","","","","87.2",""
"二人以上（勤労者世帯）_交通･通信_通信機器_携帯電話(ＰＨＳを含む)_（２台以上）","％","","","","","－","","","","","－","","","","","－","","","","","－","","","","","98.5","","","","","97.7",""
"二人以上（勤労者世帯）_交通･通信_通信機器_ファクシミリ(コピー付を含む)","％","","","","","30.3","","","","","44.9","","","","","52.8","","","","","37.9","","","","","34.9","","","","","31.9",""
"二人以上（勤労者世帯）_教養娯楽用耐久財","％","","","","","78.5","","","","","66.1","","","","","62.9","","","","","82.2","","","","","80.1","","","","","80.1",""
"二人以上（勤労者世帯）_教養娯楽用耐久財__プラズマテレビ","％","","","","","99.2","","","","","97.5","","","","","98.8","","","","","99.8","","","","","99.6","","","","","98.7",""
"二人以上（勤労者世帯）_教養娯楽用耐久財__液晶テレビ","％","","","","","－","","","","","－","","","","","－","","","","","99.8","","","","","99.6","","","","","100.0",""
"二人以上（勤労者世帯）_教養娯楽用耐久財__カラーテレビ","％","","","","","28.4","","","","","35.4","","","","","58.6","","","","","－","","","","","－","","","","","44.2",""
"二人以上（勤労者世帯）_教養娯楽用耐久財__カラーテレビ_（１台）","％","","","","","74.8","","","","","70.7","","","","","55.6","","","","","－","","","","","－","","","","","62.9",""
"二人以上（勤労者世帯）_教養娯楽用耐久財__カラーテレビ_（２台）","％","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－",""
"二人以上（勤労者世帯）_教養娯楽用耐久財__カラーテレビ_（３台）","％","","","","","－","","","","","9.6","","","","","11.1","","","","","－","","","","","35.3","","","","","41.7",""
"二人以上（勤労者世帯）_教養娯楽用耐久財__カラーテレビ_（４台以上）","％","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－","","","","","－",""
"二人以上（勤労者世帯）_教養娯楽用耐久財__カラーテレビ_カラーテレビ( 29インチ未満)","％","","","","","91.8","","","","","70.0","","","","","77.6","","","","","70.3","","","","","73.5","","","","","60.4",""
"二人以上（勤労者世帯）_教養娯楽用耐久財__カラーテレビ_カラーテレビ( 29インチ以上)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"二人以上（勤労者世帯）_教養娯楽用耐久財__ステレオセット又はＣＤ･ＭＤラジオカセット","％","","","","","75.9","","","","","85.3","","","","","95.3","","","","","97.1","","","","","97.5","","","","","97.5",""
"二人以上（勤労者世帯）_教養娯楽用耐久財__ステレオセット又はＣＤ･ＭＤラジオカセット_（１台）","％","","","","","48.7","","","","","43.0","","","","","28.5","","","","","18.6","","","","","12.2","","","","","14.7",""
